time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2025-04-17 09:31:00-04:00,SMACrossoverStrategy,e08d037faa504cd5ac4cc751fdc61105,MSFT,buy,market,new,1,gtc,0.0,1,stock,,,
2025-04-17 09:31:00-04:00,SMACrossoverStrategy,ef3f10851d424b58847afd63ccdbaf02,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-04-17 09:31:00-04:00,SMACrossoverStrategy,bd4eb1461c994954bc3dbfc39bd6f75f,AAPL,buy,market,fill,1,gtc,0.0,1,stock,197.1999969482422,327.0,0.0
2025-04-17 09:31:00-04:00,SMACrossoverStrategy,e08d037faa504cd5ac4cc751fdc61105,MSFT,buy,market,fill,1,gtc,0.0,1,stock,373.75,172.0,0.0
2025-04-17 09:31:00-04:00,SMACrossoverStrategy,ef3f10851d424b58847afd63ccdbaf02,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,154.2899932861328,414.0,0.0
2025-04-17 09:32:00-04:00,SMACrossoverStrategy,c7300fb60f164596a5d7daa244c038db,GOOGL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-04-17 09:32:00-04:00,SMACrossoverStrategy,c7300fb60f164596a5d7daa244c038db,GOOGL,sell,market,fill,1,gtc,0.0,1,stock,154.2899932861328,414.0,0.0
2025-04-22 09:30:00-04:00,SMACrossoverStrategy,be26b6d942634128bdadfce54175e8d0,MSFT,sell,market,new,1,gtc,0.0,1,stock,,,
2025-04-22 09:30:00-04:00,SMACrossoverStrategy,be26b6d942634128bdadfce54175e8d0,MSFT,sell,market,fill,1,gtc,0.0,1,stock,363.3800048828125,172.0,0.0
2025-04-24 09:30:00-04:00,SMACrossoverStrategy,6ff49eacdaa84a1580d2b6cf02d94a73,AAPL,sell,market,new,1,gtc,0.0,1,stock,,,
2025-04-24 09:30:00-04:00,SMACrossoverStrategy,6ff49eacdaa84a1580d2b6cf02d94a73,AAPL,sell,market,fill,1,gtc,0.0,1,stock,204.88999938964844,327.0,0.0
2025-04-24 09:31:00-04:00,SMACrossoverStrategy,30a5d8374b954de9acd34c85401b2477,AAPL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-04-24 09:31:00-04:00,SMACrossoverStrategy,30a5d8374b954de9acd34c85401b2477,AAPL,buy,market,fill,1,gtc,0.0,1,stock,204.88999938964844,308.0,0.0
2025-04-29 09:30:00-04:00,SMACrossoverStrategy,5ac0346e6bda43688c8d7d083153c22f,MSFT,buy,market,new,1,gtc,0.0,1,stock,,,
2025-04-29 09:30:00-04:00,SMACrossoverStrategy,8b208c2a424a4e03a8da2d798fbefdb9,GOOGL,buy,market,new,1,gtc,0.0,1,stock,,,
2025-04-29 09:30:00-04:00,SMACrossoverStrategy,5ac0346e6bda43688c8d7d083153c22f,MSFT,buy,market,fill,1,gtc,0.0,1,stock,391.29998779296875,3.0,0.0
2025-04-29 09:30:00-04:00,SMACrossoverStrategy,8b208c2a424a4e03a8da2d798fbefdb9,GOOGL,buy,market,fill,1,gtc,0.0,1,stock,160.32000732421875,7.0,0.0
2025-05-01 09:30:00-04:00,SMACrossoverStrategy,4f029238181b4587843248131fdb034a,GOOGL,sell,market,new,1,gtc,0.0,1,stock,,,
